"lat_new","lon_new","Flood_1999","Thao_check","VLUCD_L2_3","dsm_bathy","flow_accum","aspect","curvature","hillshade","roughness","slope","spi","tpi","twi","precip_s_1","flood_rfr_","hand30_100","gsw_occure","density_ri","density_ro","distance_r","distance_1","X","Y","Z"
"16.132265972","107.460738935","0","0","11","679.057","0.0139307","262.737","0.00125887253735","205.446","26.7447","20.8509","0.00533550926972","-0.00125887253735","0.0395721728975","481.785","0","327.654","0","0.185998","0.00591074","0.172159","0.164126","107.46073893525","16.132265971997","-2.3500001361754E-5"
"16.1079954697","107.462166612","0","0","11","910.247","0.00829564","73.4823","-4.41905288512","136.967","37.2815","25.7222","0.00400160880044","4.41905288512","0.0172729167437","470.996","0","261.932","0","0.124238","0","0.170049","0.259629","107.4621666117","16.107995469715","-2.3500001361754E-5"
"16.0466053753","107.460025097","0","0","11","578.648","1.31939","137.653","-5.00701781185","123.213","36.5097","29.1892","0.735012462607","5.00701781185","1.5143490185","423.617","0.0144660094777","27.4904","0","0.122229","0","0.0304556","0.479211","107.46002509658","16.046605375338","-2.3500001361754E-5"
"16.187231521","107.467877318","0","0","11","468.045","0.0120042","148.739","-3.55927840519","167.536","21.175","10.7493","0.00241911084535","3.55927840519","0.070092843677","491.415","0","124.346","0","0.0920156","0.000681049","0.325871","0.190403","107.46787731838","16.187231521018","-2.3500001361754E-5"
"16.1886591975","107.549968723","0","0","11","332.119","0.0102104","238.413","-0.676662543826","227.584","22.9628","18.1589","0.00333070262441","0.676662543826","0.0316537459638","488.042","0","94.537","0","0.192457","0","0.230884","0.452738","107.54996872258","16.188659197464","-2.3500001361754E-5"
"16.1893730361","107.564245489","0","0","11","364.039","0.0218607","240.807","0.693473027309","249.142","41.1781","26.7494","0.0110330414981","-0.693473027309","0.0431859677949","487.504","0.0509739670036","60.4826","0","0.123019","0","0.0415092","0.355892","107.56424548884","16.189373036137","-2.3500001361754E-5"
"16.187231521","107.61421417","0","0","11","438.067","0.0116545","292.173","-3.10518190744","255","57.4145","35.7859","0.00852251259363","3.10518190744","0.0161977190394","486.212","0.0406504065041","145.015","0","0.230918","0.014419","0.270746","0.118188","107.61421416985","16.187231521018","-2.3500001361754E-5"
"16.1736685934","107.572097711","0","0","11","582.65","0.0192797","309.327","-0.276915374846","201.006","14.9026","10.1887","0.00329544220628","0.276915374846","0.115131242642","478.814","0.0084784029859","116.543","0","0.161303","0","0.0429431","0.305944","107.57209771064","16.173668593431","-2.3500001361754E-5"
"16.1843761681","107.583519123","0","0","11","318.376","0.0202567","214.347","-4.20782827581","215.439","26.2951","20.5706","0.0274573966071","4.20782827581","0.158359833227","483.697","0.0231940452611","65.8875","0","0.194409","0","0.0979163","0.241285","107.58351912311","16.184376168126","-2.3500001361754E-5"
"16.1815208143","107.556393268","0","0","11","195","0.346478","229.881","2.667679272","193.674","7.99161","10.9185","0.0714794424243","-2.667679272","1.60392550773","485.274","0.0548780487805","18.6422","0","0.147827","0","0.00224076","0.434861","107.55639326793","16.181520814334","-2.3500001361754E-5"
